Emotion,Text
fun,aparently sight album cd video
worry,totally chilled day relaxing garden lovely weather shame go work tomorrow
hate,ugh okay going go shower shopping mommy let u hope pas fuck
worry,really send get internal email
worry,traffic horrific jus want gt dog
sadness,moving done internet monday cafe like new place work fine everything else
worry,ok mate stayed well loser
worry,go winchester sister go bad time x
worry,club day school amp go hurt school trippin backpack
sadness,yay missed naptime
love,brandfancier oh ok well sendin lot love xxx
worry,pinkynkotb laughing loud le got towards cruise
hate,feel bad burrito kind sucked
worry,sarahstanley shudder thought thinking would would managed reclaim
worry,bummer bro sorry hear
empty,stand gay marriage fuck natalie stop asking gay as question go get job dad
sadness,oyfreakinvey witch fucking hick dry county alcohol food cry
worry,tried sign foursquare apparently knoxville big enough city knox ever list
surprise,almost time say good bye miss tweeps
sadness,http lucky stage close think dangerous
worry,hate going work
hate,waitin many new good song end like much
worry,sorry everybody apparently twitter sending update
surprise,first fail tweet phone oh love work phone
sadness,sitting work watching clock moving fast enough
sadness,sorry tweet bgt poor wonderful crazy weird greg fair silly little girl never going cope urgh fair
worry,ugh may cheap fucking shit still class roll
relief,yay got kid cry lot
worry,soapylove saw unfortunately happens day high school reunion catch next time
worry,two hour till offer house word yet come people sell u house parker colorado
worry,mileycyrus miss come say bye leave
relief,bouta donate blood ahhhhh
worry,wedding next thursday ill
sadness,day
happiness,try cabinet full fun sec amp make job joyful hire temp either
worry,want lot thing right
sadness,lt death
sadness,oh read going remake girl want fun stop stop
fun,want new phone ugh week ya
sadness,make one still craving shrimp
worry,jennifalconer know bear watch hollie tommorrow night bit hard take seeing state get
happiness,dressjunkie oh horrible laughing loud better singer even cry think made cry haha
happiness,rude going cabin drinking without proud momma finally learned properly twit
worry,stage minimum hopeful tuesday
sadness,craving munchkins bad
relief,taking starting monday looking forward going back school
surprise,got home last day school graduation tomorrow
surprise,singer oasis right mean never think hate
happiness,wethetravis hope happens tomorrow ill wink smirk providing dad get better take
sadness,oh dear terrible however notebook rule lot
relief,hippiekat went forgot though
worry,know running though get massive one
sadness,time get game cancel season like show
worry,wondering anyone seen cell phone find anywhere
worry,little toe morning file cabinet turning black
worry,heard lot program like go large chain learning center sorry
worry,choice use one project never end
sadness,watching qi dave still quite bored even adam davis cheer quite funny
relief,still another hour
worry,trying upload background working
worry,yeah fell asleep sorry way world waking lol work
relief,cold wished go back bed
surprise,laughing loud nice today totally woke wasted day working thing youtube project
worry,thatlass much love hopeful reckon chance minimal tongue sticking cheeky playful blowing raspberry never going get cake stuff
hate,school guy like talking girl stand people sooo ughhhh
sadness,hip wide rock mario kart short bone structure year old boy
worry,bitchnotaperson understand fear feel way many thing really need motivation overcome mine guilt
sadness,sorry hear sometimes family suck
sadness,sick home bored want get better already enjoy college grad
worry,hey yesterday prom best want go back time happy face smiley miss every new pick soon
sadness,weekend bought lost odyssey yay however second time
worry,greg nooooo leave shud gone going find restaurant worry laughing loud cry cry cry
worry,laughing loud must contribute destruction language awww
love,jonasbrothers fav song uh honestly rude make u choose laughing loud love
worry,ryanseacrest tease wait til sunday nothing november oh well wait
sadness,southland wk
happiness,got go twitterer stupid sister want go facebook montreal bye xoxox lt
worry,wats got luck guy beat la laughing loud would like see best wish denver nugget cavs done
sadness,http picture last year freshman year miss tho day
worry,horrible experience dentist crown made fit right fix give back money
happiness,yeah replied meant take photo drink x
enthusiasm,bed gon force com wot since look like gon partyin
surprise,location thing ubertwitter option include location jon us uber laughing loud
worry,ok thunder scaring
worry,placed bet sure thing lost betting
surprise,getting another puppy cool really
sadness,getting another puppy cool really
sadness,woo hoo friday wait work cleaner tomorrow
worry,submitted resume day saw answer back oh well
empty,soooo need catch new anoopdoggdesai stuff going airport fly home vega
worry,rub seeing morrissey il go cry corner x
love,spent whole dream cooking delicious meal woke got try
sadness,trailed street sheffield could find pub number landline go
sadness,need relocate west coast weather killin
worry,learned got frost warning tonight
sadness,mileycyrus never answer
happiness,day hour work would really like job fabulous tongue sticking cheeky playful blowing raspberry
worry,sooooo much stress lately
surprise,taking tease lesson guy fair lol oh well wait patiently
worry,sad sorry hear sweet dog
sadness,chloe drinking away sorrow dreambears got
sadness,epiphanygirl man missed day giv tix away amp whn wrk tix away sad
sadness,loving half day raining soccer practice tonightt
love,pretty sure miss watching quot yo gabba gabba quot niece
worry,running dangerously low ink
hate,facebook decided annoying abusive add lot friend least distraction coursework
worry,know sun even hr decided sleep side cold nose
sadness,light depression payed extra bill last year tax must find country tax lower
empty,homee bored plzz someone txt something weekend
fun,playing club impact tomorrow finally got shirt doo want sooo bad right
happiness,go work tomorrow good time revision though
anger,never anything good school rabbit life cycle know tune stuffed
worry,jealous wish could join cold la right
worry,poor little holly night preparing act tomorrow
happiness,excited bout going bummed cuz da designated driver drinking
love,wow officially lost faith britain look like wish met sadly
sadness,cried way final episode er er documentary
worry,got really bad left hand use thumb
fun,hmmm award would fun also pricy
worry,really think maybe right lol way phone using think told might app
boredom,tired alarm setting bed soon bloody iphone backup sync finish
worry,hmm first pizza age feel bit sick teach
worry,yes actually home mom laundry amp babysitting broke something need b fixed
worry,donniewahlberg ddub bout announcing new date nc show please leave u got refund
worry,missed min haha went sleep past major anxiety attack around ugh boo
sadness,must kidding boy definately hope anyway girl probably honest must proper ugly like
sadness,really missing daughter wishing could go back
worry,man without v presence minute feel like lil kid momma
sadness,bicycle suck ride
happiness,jonasbrothers please nick say happy birthday birthday yesterday
surprise,wow teacher called skunk cuz hair
worry,wish wuld trust enough give bac necklace want back think cut http
sadness,got work today three day left heart breaking
sadness,fuck kind bug house know
sadness,captainflashman oh poor
worry,great eve locate phone go drain
worry,hate life mo suck
sadness,bummer mail came package
sadness,lilyroseallen yes many cool thing american watch
happiness,choir assembly bad fucking hot yay
worry,nope probably revision hbu x
worry,husband went bed missing tuesday
surprise,yet crazy as korean playing nice anymore think next thinking war
sadness,http base fast relay fast game
sadness,guess go back oven blerg
relief,dad asked sticking tongue ironing told burn finger burnt finger
worry,would much rather punch face might hurt
happiness,love pd fucking good wanted try something new give star meh
fun,bgt amazing tonight threee amazing act got sent home
worry,also challenged cell phone make phone call
fun,got car back going away party attending tonight going back brazil
sadness,twitter one talk know celebs nt nice spoken
sadness,happened warm commence pouting return
sadness,working
fun,lol dork hmm book pretty good maybe check suck much better
love,hahaha agree glad aiden tonight show greg got place
sadness,day without running conversation day
worry,computer packed away go life right cardboard box
love,aww want suffer working grrrrr hate stuff love though
sadness,bummed babydoll tank three wolf moon love meme hate wearing fabric box
worry,itstayloryall include taylor quot follow friday quot
worry,need job keep water thought one apparently quot casual quot search
love,retrorewind something get attention get love played http worked last time bribe
worry,flip flop broke walking downtown seattle
worry,lil sad able hot dog big cookie sandwich ranger game tonight
love,greg tongue sticking cheeky playful blowing raspberry cried skeptical annoyed undecided uneasy hesitant could got still love greg bgt
sadness,bad come enjoy urself though
relief,finally got teaching load confusion cleared teach third year section catch
worry,jonasbrothers pleaseeeee thing wanted please say happy birthday
boredom,even though saturday morning feel like weekend already way awake bad dream
sadness,darn one slipped right finger
love,aww ok stuck coach coming back nan today lovely sunshine xx
sadness,finally school day ended friday friday friday raining outside
worry,headache
empty,nothing much tv seen good stuff think go bed soon hot sleep
empty,ya could hit aim mad bored
worry,heyya guy anyone know give formula create sudoku please help
sadness,need play infamous free blockbuster rental coupon need one miss coke reward
sadness,depressing episode jon kate ever actually almost cried
sadness,wish laptop charger could tweet faster
love,jonasbrothers choose one love song amp tt bt like read http
sadness,upset go hacienda tonight stupid nugget game
worry,feeling like ish want go home go mimis
hate,ohhhh foot ache
worry,dad asked sticking tongue ironing told burn finger burnt finger
sadness,feel live without something taken away oh know movin
sadness,comin back mall get anything money stuff tuesday pay day love
worry,ceramicheart going go home try take nap emotionally exhausted lt
empty,wee flying thing owt itt iz att u
fun,power finish hour two work
worry,stomach ache totally suck
hate,economics want go tired hate teacher sick half classmate want go home sleep
worry,shame really
hate,mcflyinggirl got course work hate hard one
worry,stupid get find think ebay scare
love,babysitting tonight miss kid
worry,donnyosmond getting old donny got one starting high school next yr one going year gone
hate,dnt wireless ne hater ugh save copy watch
worry,work still feeling pain friend wish magic wand erase madness
worry,omg mom called late he gone
sadness,photography class summer cancelled going somewhere want missing spring game email eric
sadness,home ill work man flu hell
worry,oh goodness meltdown died real life av got box set
hate,twitter shit eat gun even goin smfh nothin need stay strong
sadness,wanted greg pritchard go silly hopelessly dull little girl hollie steel
worry,water plant headed farm popcorn goat looking good saddle
happiness,lol ok ok little absurd laughing loud mini open toe heel make weather
fun,yeah like super short guess hold breath till sunday
worry,slightly burnt proof eatin though
sadness,lost key mall took min find
worry,would someone even something like got pretty damn desperate attention laughing loud poor
sadness,gland really swollen guess weekend blow
sadness,nothing good tv
worry,dog sick love little doggie usually keen happy even want go run forest today
hate,really suck http
sadness,awww ugly
sadness,well bell hook teaching sometimes miss teaching amp messing bad system
sadness,moonfrye working extra hour
surprise,enjoying pathetic tiny music collection rearranging room still little tired grass one frog
worry,suck matter going freakin late work
worry,everyone abandoning
worry,yeah unfortunately flight expensive rest bad flight ca usd
worry,loved quot drag hell quot quot quot yeah spend day studying plan happen
relief,f amp got work dead as tired
relief,grrr internet running next wed least def answer
worry,yea today love told anything exciting happen yet saw last night
worry,feeling awful new medication making nauseous
sadness,great first impression little downside access upgrade ram
surprise,ummmnnn ummmnnn good thanks letting know earlier ate already
sadness,saw favorite surprisingly way sad
sadness,well team could
sadness,follower
worry,sad gmail chat died help natalidelconte
sadness,truth suck talking people good making connection come either strange distant
fun,hmm make dinner tonight clue feel like cooking anything hubby want go away tonight
fun,know hoping meet tonite amp found min ago mutual friend h
sadness,fur idc know eh blah ugh blah know hah happy face smiley um yah ugh ill
sadness,give birth hate screaming child guess hate screaming child besides
worry,something need sometime
hate,sunburn hurt
worry,good skeptical annoyed undecided uneasy hesitant head hurt much homework school fun tongue sticking cheeky playful blowing raspberry hehe
worry,anyone advice need
sadness,yea headed home change head sad thought heading nkotb concert
sadness,love summer oddly want school year end
hate,think ups web site hate still brewing supply package held hostage work slow ups delivery
worry,http saddest thing seen
worry,sorry confusing anyone keep forgetting reply desktop twitterific terrific different iphone app
worry,miss already come visit pleeeeease
sadness,oh good top haunted one bakery inside body amp forget
hate,really hate mobile twitter hard tweet sidekick
sadness,doh rush get puma open got pulled sad
sadness,yea got outta one want back though feel way cool dude lil
worry,stuck finger throat bunch bump tongue amp throat
sadness,today sad day tucson http shall miss sour cream apple pie fondue separate seating group dog
worry,mail came still infamous
hate,frustrated stupid iphone need blackberry
worry,dart lunch horse brass beer http
worry,jealous let slip baby sure could even half right
happiness,home see bloody movie full booked night museum fun though
sadness,yeah new material
worry,ouch really hurt
sadness,acmcwhale really good definitely many people getting burned alive
worry,stop bit rush rehearsal quiet tonight
sadness,sorry dead as going
sadness,beautiful day today love sunshine missing man though away weekend xxxx
sadness,plan got ruined going carnival tomorrow weather good
hate,hate watching news awful thing happen
happiness,wonderful let know think light reading
worry,must admit though part want get would put
surprise,xxmarypoppinsxx omg nightmare
worry,raid leader made u run drill practice switching
sadness,xoxojennxoxox feel lost keep running head staring face haha basically headache amp eye hurt
worry,wondering cld make thing worse already answer
fun,good luck oh playing mixed knockout week playing pro old son playing amp top woman
worry,email look like waiting least monday boo
sadness,facebook bitch
surprise,jealous wanted see film
sadness,yep lost bet chris
sadness,messed makin right best holy day wish
worry,found friend dad passed away yesterday
sadness,even bother anymore everyone makin feel like waste space
empty,cursing ab wardrobe handle one drew blood
worry,job hunting day medium job lucky anyone know anything
empty,investigated whether could change username someone already nabbed
sadness,attempting count day till return canada alot
worry,humming hmmm hmmm hmmmm touched first time hmmmm hmmmm hmmm hmm hmm mmm mmmmm
worry,really something productive yet
enthusiasm,got call saying another showing sunday offer yet least lot interest
worry,whoa quot sack chasing whore quot soo character say bring back sweet superman
sadness,braid free miss thee blond come
sadness,sad really really sad
sadness,really take
worry,chasingsunshine sorry wrote blackberry mean loose respect
worry,waking way late bad getting yelled later worse
worry,damnit day mall use live near someone steal mike meeee
empty,amp going lie degree thanks leavin sweater molly
worry,hate m make feel control leg amp much pain driving crazy anyone else get moment
happiness,galaxy god good everyone gone twitter gone bit quiet xxxxx
enthusiasm,rescue bad hip deserves pampering full life though
worry,get chance pick copy guitar hero metallic yet
sadness,jonathanrknight still direct message hell complaining c ya answer ask
worry,presentation available online meeting poster going fast write fast enough
sadness,heard someone going die new season secret life american teenager noooo
hate,day could get worse involuntary audio audience domestic bliss next door
sadness,http lt lt miss music like
surprise,think haircut bad looked yesterday still bad though
hate,dm following
happiness,laugh as back queen
sadness,little sister told double chin aww
sadness,surgery effin hurt
love,allowed vote complain cost let vote love act different
relief,least friday working
worry,expecting sun come today guess happening
hate,push sea
worry,boyfriend broke wrist might need surgery nervous
happiness,saw cute movie passed place called kitchen wtf name kind sad
worry,analog tuner mc team gave year ago inbox driver wu handled wu driver pulled jan
worry,need help twitter world orange pill going drowsy non drowsy
surprise,wow scary statistic
sadness,hate program freeze installation
worry,omg little kid cancer saddest thing ever
empty,linda mean last post sound good
worry,mileycyrus thought best friend
empty,lost battle couch phone blowing
surprise,http really missing place grandparent living calm country coming
worry,fatty oh goodness found worst shit know need talk hopefully see get work badd
worry,yr brother blip thing laughing loud
sadness,miss way much cnt stop thinking nite nite
hate,oh insomnia hate bored staring ceiling go please
worry,got blister foot sun today soo sore dnt care hah tweet anyways
happiness,cooky milk make feel better thanks babe still last night http
sadness,little sad school ended today moving going miss new friend year got hair cut
worry,miss future want see damn sure want wait til monday
worry,jealous desperately want go shopping ala cash
surprise,holy cow archie andrew finally marries veronica thought eventually happen grade awww bad bad
sadness,rec game trying cry pain much need lose lt heart
worry,sorry hear
fun,come want pizza
sadness,oh goodness hurt much
sadness,super caught cold plane far forward line would like extra sleep dearly needed
surprise,wii get virtual
worry,remember last movie saw theatre make really sad
worry,know mcfly going brazil say hello want
relief,home china amp back work
worry,got say feel bad everyone starving crazy charge daily
worry,want change twitter name think anything
worry,feel hurt car going watch funny movie someone talk
worry,hear back home got cloud back studio maybe lucky might get song done
sadness,shoot voted somehow looked boo hiss forgive great weekend
sadness,right like cape coal mine lesson learned
worry,sorry reply earlier feel better
worry,sigh candy
sadness,back freaking homework
sadness,brain hurt
sadness,wrong come pain
sadness,missed britain got talent gutted
worry,know going lame fridaay maybe see besties
happiness,oooh spoiled teenage fantasy
surprise,thunder scaring hell geez hate thunder better loose electricity fb http
sadness,sunny bored sad call text
hate,saw boo went back work time hair going rain fuck
sadness,could live food rest life miss home
sadness,played song send request
sadness,kind sad alone time miss brother friend suck mean one even called week
sadness,god really really christ
enthusiasm,ok know nearly made want ice cream get italian stuff though
anger,lol tweet sound like voice yelling lol
surprise,awesome man damn sent link lol oh well
relief,wait till friday pick visa would hoped done
sadness,ok hurt abit thought good job rude people could understand x
hate,jealous
worry,happy weekend love knocked ya
love,aww suck long though dianne cute usual lt mite put youtube skeptical annoyed undecided uneasy hesitant
love,big brother quiz busy rocking guitar hero notice thing
worry,ug think blew phone interview like
worry,day motorway train fun
worry,finally got zyrtec terrible allergy attack hope put sleep game come tonight
empty,http crappy weather
worry,miss come say bye leave
relief,lunch though still right world
worry,looking forward upcoming week better half gone time truly going suck big time
worry,realize animal kingdom close early today stick exit traffic
worry,srsly bgt joke maaan lame ughhhh work get early
surprise,babe reading phone fallen apart new come nxt wk track ball keep fallin phone
worry,foot still hurt stepping spider
boredom,ugh waiting
happiness,oh god cheesy disco music started everyone getting table need wine
worry,jealous asylum right
fun,welcome minnesoooooooota free time trip catch cliquot club though closed
enthusiasm,today lame orlando soooo looking forward next friday
fun,make fun
love,awww remind getting ready ball
hate,aw poor let get ignore n keep head held high iz lil girl laughing loud
sadness,pembsdave laugh as gutted co come right
surprise,get cinema tried get local one little ago
sadness,last day school sad happy anxious
happiness,lucky mom paid everything take shopping
sadness,stupid cinema showing star trek time damn
hate,period exam day study night study sleep funny time
hate,dying read hate england
sadness,beautiful feel badly gran see grandkids amt go luck
sadness,theerealfdhc welcome glasgow felix sorry tonight
enthusiasm,looking sketch final outfit really really want long pink hair back also want dye model hair pink allowed
sadness,lilyroseallen britain got talent rather disappointing year
worry,spending day chatting steve computer going work
worry,http mcfly concert year h one though skeptical annoyed undecided uneasy hesitant
sadness,sister stupid party amp amp want hang friend txt back
sadness,want pineapple miss baby
sadness,sunburn itch ouch
happiness,welcome minnesoooooooota free time trip catch cliquot club though closed
sadness,could ever actually allowed stay
sadness,oh storming got get computer
relief,like little adventure kind worried take bus co oyster broken
worry,gear trouble day long
boredom,hiya week tried dm following x
worry,wish mouth wud let chew tht pause def wud love
worry,tummy monster hate
sadness,work till
worry,wow grandma passed away sick even think know better place
hate,agreed though eclipse apps hinder collecting heap dump catching muck
hate,mobile phone another fail american service came close crashed gate
sadness,mother bad day
sadness,think working eye drooping weird drug like wait tomorrow though
surprise,went get driver license car plate renewed mechanic inspection town today
sadness,seriously bored
surprise,wish sister lived near
worry,need new job either closer home worth drive
worry,wonder life caring beyond despair poverty suck commerce futile description mommy
sadness,bad sort lot pain
boredom,work six
sadness,oh yeah like waking early around get tired
love,happy hour today
hate,hate work hot
happiness,oh goodness want go beach
love,zach get extensive profile weekend ny time magazine chance u falling love getting fewer fewer
hate,figuring new alarm daddy gave sooo loud think blew ear drum
worry,work evil whore let check text message
sadness,forgot event ooh pity
sadness,fair want sticker moved away london
happiness,sorry hear
fun,excited mtv movie award even though wait watch tv hope
relief,part actually part one gun buy without part
sadness,got nothing witty tweet
sadness,work today http
worry,earth happened page devastated sure fan
sadness,greg pritchard robbed place final bgt cry baby got instead
sadness,got clean bathroom today
sadness,ok thanx much send answer private mail like would sooo cool wish birmingham
love,holy version hell lol stop need trending topic nice whispering lol
sadness,checked win
hate,yes selection severely limited copyright law
worry,mareyachristina haha shaved facial hair except moustache thought would cool made look gross
hate,as pimple smack middle doom man
worry,lost internet signal life go
sadness,honorsociety luvvv one full moon crazy tour date toronto
surprise,wondering boyfriend called week think end coming
sadness,watched marley amp cried hard
sadness,missed answer nth time making sad whenever time always
hate,lexiloohoo ugh fuck today look like going work sorry
sadness,craving something salty mouth tired pretzel though
sadness,aww anyone see hollie steel bgt tonight shame
sadness,way sleep next day way wake returned amp would missed much
worry,believe address ottawa nw grand rapid mi plaza wish could seen guy last night today
sadness,nah understand cancel wanted come
anger,gah left glass work reading giving headache believe much need day old age
worry,ap north korea could devastating land assault http via scary talk say least mm
worry,hey kellie feel horrible
surprise,burnt
sadness,honorsociety like butttt going august concert hurt
sadness,sick tired rain
relief,know hard click reply sorry hear possible stomach condition suck deal
worry,ahhhhhhhh get miley notice
sadness,stay great mother gave left still cough
love,cleaning listening fiona apple birthday party believe already
worry,know lame fridaay maybe go besties
sadness,friday night going bed pathetic
enthusiasm,ohhh soo lucky nice rainy humid
worry,cap thing lower part back really hurt
worry,coming sowwy
sadness,sorry mom mean tweeted already hard day love
fun,jonasbrothers http brown snake bit duck named elvis anyway ahaha elvis soo
empty,tonight
sadness,ohh boy baby tooth came
hate,princess sakura mine want use tj grr
worry,much pain really feel good could eat dinner
worry,yeah accepted offer last night know still make slacking lot lately
hate,hobo
sadness,loving new skype especially someone like life half world away home
worry,sorry mean ruin rest day
empty,cry walk remember usual
sadness,way work hungry
worry,big mistake today falling asleep got lot thing
sadness,really anyone got final yet yeah stuck class xxxx
sadness,raining delay flight schedule bummed missing jay leno last tonight show today
worry,wish could surprised gone h could work
worry,jonasbrothers ddlovato disappointing
worry,think want come back guy read dm
empty,nice
sadness,working today hour lunch hour work overtime good fact already dead tired bad
happiness,back home bathing kid ironing clothes hubby nephew graduation tonight remember
sadness,mummy need
empty,mine matter phone
sadness,went see dentist eat starving really suck ist painful
sadness,change practice pool someone threw normal pool
worry,ha glad stopped raining umbrella broke today
worry,trying recover broken heart yet time
sadness,crossfit running today agitated right leg
hate,make people drink petrol set fire person thought
love,bout miss mah lakers play orange box fuckin rotation mah real la fam keep posted love hater
worry,started fear weekend since joining german class
sadness,went dentist mouth hurt eat
happiness,two week extension contract ready done
sadness,ahh sore throat tired want go back bed work
worry,pretty confused leaving best option know benefit want leave behind truely love
hate,birthday tomorrow jack shit weekend
sadness,lexiloohoo sorry today nothing fucking heartbreak
empty,sooo reluctant study final right
hate,woke way later intended today need start getting bed bad habit break later
worry,wish cat indoor cat
worry,darn cold keep getting worse bought hayfever pill try maybe along
sadness,well official strep
fun,afraid daughter going write memoir ungodly mix mile amp betty davis eve
sadness,one call anymore
sadness,way seattle yay seattle boo matt leaving
enthusiasm,mileycyrus wish could meet think happen someday cry
surprise,laughing loud know seems whole fabric earth laughing loud guess people never seen bambi
sadness,best friend leaving go back school today sad
worry,late sick kid home hope feel better later tonite
sadness,sunburn hurt
relief,cough drop taste gross
sadness,like random gloomy weather
worry,random article wikipedia led http remember playing never got past level
worry,never write back babe feeling hurt
surprise,oh man better something fix ugh stupid verizon
surprise,bos called
hate,go clothes shopping tomorrow hate serious quot clothes falling apart quot situation
sadness,wish people would stubborn sometimes
happiness,heat
sadness,whoa mean sleep hour
sadness,wish could get back thinking hour week bubble would okay
sadness,feeling rather lonely broke oh wait lonely broke
hate,q happens marry ex get ring therefore ending nothing pawn need
love,want see movie quot keith quot look sooo good none video store carry
enthusiasm,look like rain oh well give chance work new crochet pattern work
sadness,omg sorry sorry never know say
worry,back gym expert anything pretty sure going able move tomorrow maybe even hour
empty,go bro tonight brett
love,hear think layout either laughing loud trying know long
worry,going buffalo wild wing meet best friend seen forever bad eat food
sadness,meagan quot one need quot would say quot cater quot produce
hate,want hit
worry,oh ims also friend really suck always around
worry,mileycyrus voted bt dnt think link vote nobody deserves talented lt
worry,tried good thanks anyway youtube world
sadness,miserably hot house broken
sadness,got beat super
love,hey made u house sims oh like perfect balance always lacking stuff like fun etc
relief,hehe yeah would totally write laughing big grin laugh glass
relief,please maybe get attempt win tomorrow
worry,allergic oh
worry,breath weezy going knotts sick week
worry,feelin sad depressed lonely unhappy wrong
sadness,vc amor
hate,feel like crap today got speeding ticket since year blow
anger,could empire dirt amp e dad freezing fully shivering else warm fones allowed ffs
worry,back hurt really bad
worry,big use use
sadness,hello thank people always forget sorry
relief,really really bored bad news right back x
worry,headache also dealing louse lovely hair affected
hate,sleeping thisisryanross accepts appology
worry,hope day get better soon
worry,fuck found annual nj state chili tomorrow going miss
worry,sorry hear dude
surprise,think may lost job fml
worry,moment well find yet laughing loud
worry,monsoon season yet keep raining everyday
sadness,spent minute book store bought one book
worry,never usa would great next year whatever going blast
surprise,know mean
sadness,ahh yeah get mean retake exam day gig yah pretty stressed
surprise,added collection much punk bitch ask back
sadness,really really bored bad know news right back x
love,stupid people phone tummy
sadness,iight going miss tonight
sadness,way report gt happy face smiley oh goodness lunch today move hc tree heat quot day suck
sadness,officially hit wall totally work
worry,problem must list write usually forget placed thing list find list
sadness,corrected
surprise,yup work
worry,knock playing day get better love r missed
sadness,damn missed live show guess wait till available itunes
hate,crap tying run let u hold raider
worry,dcorsetto ugh trouser never found way combat weird
sadness,little boy drowned yesterday lived went nicoles school sad
worry,yep probably wish let know interested extra corporate chalet tix let go
happiness,awh sorry probably going thing haha
surprise,aileenwilliams yes nice one could believe guy kicked max week soon
hate,work one pain as spammer
surprise,good day sun little bit burnt though well quite alot sore heh
worry,hey sorry
worry,class yes friday night
sadness,goatzilla good yet parent still buy clothes stuff need gt gt get pocket money anymore
worry,sign yet
worry,everyone go boo got twitter wonder con innocent people talking
worry,trying calm kitten rowdy
sadness,heard single waiting month hear disappointed
sadness,mad go like hour away
sadness,probably going miss silverstone race season sad track pure laser scanned awesomeness
worry,need find something wear graduation laughing loud find anything
worry,oh goodness dirty letter danny everyone absolutely none business still feel left laughing loud
fun,man need find still fuckin wit laughing loud
worry,lighter get lost way sock lost dryer http
sadness,sorry hear already much planned weekend would considered going
worry,oh hate happens transfered university hell time transferring credit lost
worry,sad going miss dream team party rsvp time
worry,amp suck trying scare people good killing nap http
worry,always want would look really dumb
hate,tired people shit talking
surprise,get get tommorow collect money relay life yay want get
sadness,kno sad leavin horrible supposed b happy summer miss
worry,sb flop q player check turn check call bet river brick check call trip k kick show
sadness,could get liverpool today day
worry,yeah bit headache ick
hate,ugh hate bad grade time ever failed class b b w like
love,really want go see ai tonight
worry,captainflashman wish could eat pizza unfortunately forbidden low gi high iron stuff lot injection
surprise,chasingsunshine right really mean upset know adore really
sadness,ignore
surprise,heck going
empty,get difficult try change finally
worry,hmmm whole body feel sore
sadness,rainy day philly look like going movie night
worry,worried happy place right deadline important discussion june skeptical annoyed undecided uneasy hesitant
worry,sometimes fact health lack better word suck really scare
happiness,hey thank much followfriday failed miserably get list together week
worry,pain big toe got hokey throbbing anyone suggestion heal
worry,man sad school ending high school might better surprise
worry,picked kid challenger last time
surprise,week got different pair thinking working realised lowest setting
worry,want go home customer leave bos let leave either
happiness,got love nasty jealous knotts
worry,need haircut able pull hair ponytail
worry,worked today yesterday time card say worked oh well hello weekend
empty,totally wish going orlando long forget long drive
sadness,maxlucado wgn chicago used calm airing idea last day changed shouting
worry,currently drinking vitamin sore throat getting worse
sadness,suck wish could get cheaper montreal cool shop carry
sadness,sorry ali
worry,tomfelton good tonight know though say happened
fun,getting ready another makeup baseball game played team last night amp got run ruled
worry,appears going home tomorrow good thing
worry,preston stayed home know
sadness,shipwrecked weekend license suspended got cancelled take risk driving one life near
sadness,going sound really sad amp depressing really really miss uncle sam
sadness,going graduation feeling well instead job hunting online
worry,ohhh french tip fave nail long enough yet though ill ask
sadness,keep family prayer lil bro jus passed away
worry,stevehealy oh poor thing must booked ticket realised pat kenny last night gutted
sadness,feeling deflated hubby saw swing set amp think piece junk thought found something good kid
sadness,yet never texted backk
happiness,drove past hotel wish ere thinking december trip real white xmas
empty,way door finish putting veggie plant garden demolished last wk
surprise,realjessicaalba true fantastic sequel wished introduced franklin character
sadness,okay twitter skeptical annoyed undecided uneasy hesitant laptop completely broke computer acting reckon
happiness,going day still new tattoo
surprise,confused
hate,leprakhauns one week really mean joke played
worry,hi hope ray please give love hope return soon hope bad
hate,ugh might well drink regular glass really like
happiness,son one really nice know really good three dh late today
sadness,guy much helping follower thing probably going win follower yet
worry,nope think thnx asking laughing loud fine
worry,almost staying open window otherwise would suffocate way warm ah much miss rain
worry,ferry supposed take u changed schedule fly june red eye
relief,haha fuck want leave
hate,computer pissing gig ram dual core vista freeze fuck microsoft want win
worry,pain big toe got stamped hokey hurt much anyone suggestion help
happiness,latest saw animal collective oakland amazing trying clean room
hate,weather gloomy amp rainy weekend
worry,http going miss bad
sadness,bout take shower cold shower
fun,celebrated spilling half soup hello calorie lunch weekend please
worry,want fatass go europe need eat right difficult
sadness,trying plot alternative speak sigh
worry,money car
worry,think modem pc withdrawal
empty,nothing much chattin textn noe gosh wanted go see drag hell one go
relief,great rain
sadness,somebody get work tomorrow
worry,going without computer day
sadness,realized today last day see best friend tanner goin miss much
worry,hoping least fun today horrible way start birthday
worry,lunch sucked ran time get anything done
sadness,relapse mom dad need jesus fucking christ stay away
worry,maureenjohnson looked could find amongst crowd
sadness,want go shopping get paid till next week
sadness,following ordered
hate,hate traffic dallas nothing traffic
surprise,desperately seeking anberlin ticket tonight amp understand cruel people selling
love,must nice city girl foot
sadness,prom today bought ticket going dress hair done ect suck going awesome
worry,voice hurt rock musical singing tonight
sadness,new yorker cover done iphone amp jealous one http
sadness,pissing rest internet access blog except fixed soon say see
worry,oh day stress thinking future making sad
hate,think got invisible glass shard hand finger keep painful pokey feeling
fun,saw new city last tuesday amazing show ticket tomorrow show might able make
worry,sad missing chiodos show ohio first show missed year close enough drive
worry,called venue someone else called said tailgating going picnic anyway laughing loud
sadness,lovin clean mr flower look young reminds getting old
love,yummmm make sure leave home cleaning working mad hard
